,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
<start>,23.394994735717773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
floor,5.3653693199157715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
space,4.721531391143799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
counter,4.519474983215332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bar,4.274479389190674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,0,11.489164352416992,0,0,0,11.320087432861328,7.348784446716309,12.365989685058594,0,0,7.866127967834473,10.579354286193848,0,0,0,0,0,0,0,0
the,0,8.557148933410645,0,0,0,9.997209548950195,0,8.212921142578125,0,0,0,6.776821613311768,0,0,0,0,0,0,0,6.676861763000488
two,0,8.509403228759766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat,0,8.439845085144043,11.464539527893066,0,0,0,0,0,0,0,0,0,6.907989978790283,0,0,0,0,0,0,0
an,0,7.842794418334961,0,0,0,7.765308856964111,0,9.093121528625488,0,0,0,7.3094072341918945,0,0,0,0,0,0,0,0
black,0,0,10.099716186523438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brown,0,0,9.658010482788086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
white,0,0,9.120235443115234,0,0,0,0,0,8.302328109741211,0,0,0,0,0,0,0,0,0,0,0
dog,0,0,8.879430770874023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sitting,0,0,0,9.852807998657227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
is,0,0,0,9.827239990234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
that,0,0,0,9.088173866271973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
laying,0,0,0,8.580702781677246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
with,0,0,0,8.037720680236816,0,0,0,0,0,8.830425262451172,6.93364143371582,0,0,0,7.295855522155762,6.243334770202637,0,6.36757755279541,5.298028945922852,0
on,0,0,0,0,12.400341033935547,0,7.442709445953369,0,0,0,6.40006160736084,0,0,0,0,6.66433048248291,5.910459518432617,0,5.68581485748291,0
in,0,0,0,0,10.768413543701172,0,0,0,0,7.8388800621032715,0,0,0,0,6.793219089508057,0,6.041656017303467,6.445180416107178,5.906911373138428,6.093756675720215
next,0,0,0,0,9.477856636047363,0,0,0,0,9.128626823425293,0,0,0,0,0,0,0,0,0,0
inside,0,0,0,0,9.111418724060059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
underneath,0,0,0,0,8.763772964477539,0,6.586378574371338,0,0,0,0,0,0,0,0,0,0,0,0,0
top,0,0,0,0,0,11.979475021362305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
its,0,0,0,0,0,7.001555919647217,0,0,0,0,0,0,0,0,0,0,0,0,0,0
of,0,0,0,0,0,0,14.973819732666016,0,0,0,0,0,0,0,0,0,0,0,0,0
end,0,0,0,0,0,0,6.912574291229248,0,0,0,0,0,0,0,0,0,0,0,0,0
shoes,0,0,0,0,0,0,0,6.797142028808594,0,0,0,0,0,0,0,0,0,0,0,0
another,0,0,0,0,0,0,0,6.437951564788818,0,0,0,7.357644081115723,0,0,0,0,0,0,0,0
couch,0,0,0,0,0,0,0,0,8.34727668762207,0,0,0,0,0,0,0,0,0,0,0
wooden,0,0,0,0,0,0,0,0,7.545346260070801,0,0,0,0,0,0,0,0,0,0,0
chair,0,0,0,0,0,0,0,0,7.418031692504883,0,0,0,0,0,0,0,0,0,0,0
bed,0,0,0,0,0,0,0,0,7.411726951599121,0,0,0,0,0,0,0,0,0,0,0
cushion,0,0,0,0,0,0,0,0,0,8.965130805969238,0,0,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0,0,7.479439735412598,0,0,0,10.781584739685059,11.965886116027832,9.54495620727539,10.68563175201416,9.067069053649902,10.062154769897461,8.340292930603027
to,0,0,0,0,0,0,0,0,0,0,17.36372947692871,0,0,0,0,0,0,0,0,0
by,0,0,0,0,0,0,0,0,0,0,6.36008358001709,0,0,0,0,0,0,0,0,0
pillows,0,0,0,0,0,0,0,0,0,0,0,6.940139293670654,0,0,0,0,0,0,0,0
remote,0,0,0,0,0,0,0,0,0,0,0,0,7.399789810180664,0,0,0,0,0,0,0
computer,0,0,0,0,0,0,0,0,0,0,0,0,7.037117004394531,0,0,0,0,0,0,0
cup,0,0,0,0,0,0,0,0,0,0,0,0,6.776641845703125,0,0,0,0,0,0,0
stuffed,0,0,0,0,0,0,0,0,0,0,0,0,6.483231544494629,0,0,0,0,0,0,0
control,0,0,0,0,0,0,0,0,0,0,0,0,0,11.513577461242676,0,0,0,0,0,0
<end>,0,0,0,0,0,0,0,0,0,0,0,0,0,8.77445125579834,8.703434944152832,17.124120712280273,9.791848182678223,18.031658172607422,9.515520095825195,17.68671226501465
and,0,0,0,0,0,0,0,0,0,0,0,0,0,8.045024871826172,7.016934871673584,6.100542068481445,5.718613624572754,6.42896842956543,0,6.507847785949707
controller,0,0,0,0,0,0,0,0,0,0,0,0,0,7.503223896026611,0,0,0,0,0,0
