,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
<start>,18.765602111816406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
one,4.149971008300781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog,3.9975290298461914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pizza,3.8245646953582764,0,8.50528335571289,0,8.630967140197754,0,0,0,0,0,7.541891574859619,0,0,0,0,0,0,0,0,0
group,3.4241700172424316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,0,10.504063606262207,0,0,0,0,9.501020431518555,0,6.15040397644043,9.474441528320312,0,0,10.336132049560547,0,6.324128150939941,0,0,0,0,0
the,0,7.451538562774658,0,0,0,0,0,0,0,0,0,0,8.911148071289062,0,0,0,0,0,5.413287162780762,0
two,0,7.073055744171143,0,0,0,0,0,0,0,6.546666622161865,0,0,0,0,0,0,0,0,0,0
an,0,6.914745807647705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
there,0,6.641219139099121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plate,0,0,8.875,0,0,0,0,0,0,0,7.510403156280518,0,0,0,0,0,0,0,0,0
white,0,0,7.599365234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
large,0,0,7.138206958770752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sandwich,0,0,6.93572473526001,0,0,0,0,8.183859825134277,0,0,8.987608909606934,0,0,0,0,0,0,0,0,0
of,0,0,0,11.497169494628906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
with,0,0,0,10.849778175354004,0,10.778606414794922,0,0,0,0,0,8.797030448913574,0,7.9948039054870605,6.27753210067749,0,0,0,0,0
topped,0,0,0,9.76068115234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
that,0,0,0,8.993942260742188,0,9.649032592773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0
filled,0,0,0,8.841243743896484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
food,0,0,0,0,11.39648151397705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vegetables,0,0,0,0,8.843400955200195,0,8.525020599365234,0,0,0,0,0,0,0,0,0,0,0,0,0
meat,0,0,0,0,8.445781707763672,0,8.750106811523438,0,0,0,0,0,0,0,0,0,0,0,0,0
chicken,0,0,0,0,8.33098316192627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on,0,0,0,0,0,9.469512939453125,0,0,7.747842311859131,0,0,10.344517707824707,0,7.308152675628662,6.057356357574463,0,0,0,0,0
and,0,0,0,0,0,9.07986831665039,0,0,10.425102233886719,0,0,8.753313064575195,0,0,0,5.208445072174072,4.610243797302246,5.801188945770264,0,6.17812442779541
is,0,0,0,0,0,8.512635231018066,0,0,0,0,0,0,0,0,0,4.844930648803711,4.629421710968018,5.510919094085693,5.406728744506836,5.872526168823242
broccoli,0,0,0,0,0,0,8.089456558227539,0,0,0,0,0,0,0,0,0,0,0,0,0
some,0,0,0,0,0,0,7.703930854797363,0,0,6.9893035888671875,0,0,0,0,0,0,0,0,0,0
fork,0,0,0,0,0,0,0,8.229866027832031,0,8.043776512145996,8.42059326171875,0,0,0,0,0,0,0,0,0
spoon,0,0,0,0,0,0,0,7.13424825668335,0,0,0,0,0,0,0,0,0,0,0,0
variety,0,0,0,0,0,0,0,6.962772369384766,0,0,0,0,0,0,0,0,0,0,0,0
salad,0,0,0,0,0,0,0,6.8803391456604,0,0,0,0,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0,8.720823287963867,0,0,0,0,7.918511390686035,0,0,0,5.492458820343018,0,0
in,0,0,0,0,0,0,0,0,6.7554450035095215,0,0,0,0,0,0,0,0,0,0,5.345218181610107
knife,0,0,0,0,0,0,0,0,0,8.066901206970215,8.075567245483398,0,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0,0,0,0,10.327032089233398,0,11.638763427734375,7.421998977661133,7.303107261657715,6.033517837524414,6.857400417327881,0,6.822949409484863
<end>,0,0,0,0,0,0,0,0,0,0,0,8.929634094238281,0,10.034158706665039,15.4586181640625,8.291927337646484,6.4694294929504395,6.405767917633057,13.238720893859863,8.491862297058105
it,0,0,0,0,0,0,0,0,0,0,0,0,11.274360656738281,0,0,0,0,0,0,0
top,0,0,0,0,0,0,0,0,0,0,0,0,9.05191707611084,0,0,0,0,0,0,0
paper,0,0,0,0,0,0,0,0,0,0,0,0,5.511321544647217,0,0,0,0,0,0,0
to,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.841922283172607,0,0,0,0
<unk>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.575318813323975,0,5.734121799468994,0
'',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.254751682281494,0
