,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
<start>,20.766172409057617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
steamboat,6.630693435668945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mallard,6.296755313873291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drier,6.146565914154053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parasailer,6.105418682098389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,0,9.329891204833984,0,0,11.729004859924316,0,0,11.626314163208008,7.940990447998047,11.756366729736328,0,0,5.645551681518555,4.566617965698242,5.5660400390625,4.072929382324219,0,0,0,0
two,0,6.79010534286499,0,0,0,0,0,0,0,6.174181938171387,0,0,0,0,0,0,0,0,0,0
the,0,6.739776134490967,0,0,8.155729293823242,0,0,10.863781929016113,0,8.984031677246094,0,0,6.6890692710876465,5.217468738555908,7.289515018463135,5.031670570373535,3.5006215572357178,0,6.339644432067871,5.019138813018799
people,0,5.867525577545166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.546057939529419,0,0,0
an,0,5.718597888946533,0,0,7.0489983558654785,0,0,6.898373126983643,0,8.101517677307129,0,0,0,0,0,0,0,0,0,0
man,0,4.933852672576904,8.81342601776123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
person,0,0,8.045845031738281,0,0,0,0,0,0,0,0,0,0,0,4.4530158042907715,0,0,0,5.245593547821045,0
group,0,0,7.462440013885498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surfer,0,0,7.365045070648193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bird,0,0,7.1622233390808105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
riding,0,0,0,8.812848091125488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
is,0,0,0,8.301187515258789,0,0,0,0,0,0,0,0,0,4.9354729652404785,5.9479804039001465,5.48812198638916,4.134189605712891,4.015038013458252,4.969295024871826,5.20366907119751
on,0,0,0,8.26479721069336,8.831673622131348,0,12.463109016418457,0,6.048131465911865,0,0,9.296385765075684,5.998873233795166,4.576467514038086,4.404903411865234,4.403848171234131,3.544410467147827,4.915971279144287,5.012012958526611,4.686942100524902
in,0,0,0,8.04088020324707,6.118733882904053,0,10.821266174316406,0,6.058748245239258,0,0,10.582141876220703,5.9903998374938965,4.864775657653809,4.558340072631836,4.521325588226318,4.040045261383057,6.0215654373168945,5.2048773765563965,5.779716968536377
standing,0,0,0,7.374000072479248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waves,0,0,0,0,7.651585578918457,0,0,6.991878032684326,7.145009994506836,8.578849792480469,0,0,0,0,0,0,0,0,0,0
his,0,0,0,0,7.456577301025391,0,0,7.606481075286865,0,0,0,0,0,0,0,0,0,0,0,0
surfboard,0,0,0,0,0,10.99565315246582,0,0,0,0,9.92232894897461,0,0,0,0,0,0,0,0,0
wave,0,0,0,0,0,10.645503997802734,0,5.9475789070129395,0,7.160506248474121,13.30963134765625,0,0,0,0,0,0,0,0,0
surf,0,0,0,0,0,9.666014671325684,0,0,0,0,7.996577739715576,0,0,0,0,0,0,0,0,0
skateboard,0,0,0,0,0,9.43441390991211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
motorcycle,0,0,0,0,0,7.6617255210876465,0,0,0,0,0,0,0,0,0,0,0,0,0,0
while,0,0,0,0,0,0,8.828597068786621,0,0,0,0,6.3607988357543945,5.536290645599365,0,0,0,0,0,0,0
with,0,0,0,7.084065914154053,0,0,8.419294357299805,0,5.865891933441162,0,0,8.180662155151367,5.114717960357666,4.524997234344482,0,0,0,0,0,0
down,0,0,0,0,0,0,8.153878211975098,0,0,0,0,0,0,0,0,0,0,0,0,0
top,0,0,0,0,0,0,0,13.379090309143066,5.655005931854248,0,0,0,0,0,0,0,0,0,0,0
of,0,0,0,0,0,0,0,0,14.87175178527832,0,0,0,0,0,0,0,0,0,0,0
water,0,0,0,0,6.318516254425049,0,0,6.852186679840088,0,7.246980667114258,0,0,0,0,0,0,3.735267162322998,0,0,0
body,0,0,0,0,0,0,0,0,0,0,8.911389350891113,0,0,0,0,0,0,0,0,0
sandy,0,0,0,0,0,0,0,0,0,0,8.476799964904785,0,0,0,0,0,0,0,0,0
blue,0,0,0,0,0,0,0,0,0,0,8.456183433532715,0,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0,0,0,0,11.881772994995117,7.512343883514404,8.034944534301758,5.195975303649902,7.027785778045654,5.982797145843506,7.180173397064209,4.539950370788574,7.178699970245361
<end>,0,0,0,0,0,0,0,0,0,0,0,9.64674186706543,15.772387504577637,7.796738147735596,15.475492477416992,7.866621017456055,6.35886812210083,6.973194599151611,13.836421012878418,8.141841888427734
from,0,0,0,0,0,0,0,0,0,0,0,0,0,5.044715404510498,0,5.006906032562256,0,4.00515079498291,0,4.098825931549072
and,0,0,0,6.990827560424805,0,0,7.445229530334473,0,5.381103515625,0,0,6.205056190490723,4.549458026885986,0,4.732805252075195,4.385430335998535,4.171176433563232,5.331385135650635,5.020066738128662,6.011005401611328
behind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.592156410217285,5.989970684051514,0,5.299993991851807
'',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.635932445526123,0
