,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
<start>,25.695497512817383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
couscous,6.713856220245361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uneven,6.575721740722656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marilyn,6.264793872833252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
collars,6.16714334487915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,0,9.688020706176758,0,0,10.066018104553223,0,0,7.857003688812256,0,0,10.246692657470703,5.337949752807617,10.259790420532227,0,0,0,5.295231342315674,4.32294225692749,0,3.941545009613037
two,0,8.18078327178955,0,0,0,0,0,0,0,0,0,0,6.274761199951172,0,0,0,0,0,0,0
an,0,7.3716959953308105,0,0,6.451493263244629,0,0,0,0,0,7.20292329788208,0,7.723174095153809,0,0,0,0,0,0,0
the,0,7.188088417053223,0,0,7.582655906677246,0,0,0,0,0,9.887743949890137,0,6.895195960998535,0,0,0,4.655600070953369,3.745102643966675,0,4.945849895477295
three,0,6.409342288970947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
man,0,0,7.553764820098877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
giraffe,0,0,7.436722278594971,0,0,0,0,0,0,0,0,0,0,5.183501720428467,5.499751091003418,0,0,0,0,0
woman,0,0,7.059560298919678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group,0,0,7.01441764831543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
couple,0,0,6.542133808135986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
in,0,0,0,8.104241371154785,0,0,0,0,7.054779052734375,10.439751625061035,0,0,0,0,0,6.6582465171813965,5.386040687561035,5.366200923919678,3.4138221740722656,4.835143089294434
is,0,0,0,7.943448066711426,0,0,7.473050594329834,0,7.0130109786987305,0,0,0,0,0,0,0,0,0,0,4.304370403289795
standing,0,0,0,7.8717803955078125,0,0,7.131518363952637,0,8.133706092834473,0,0,0,0,0,0,0,0,0,0,0
and,0,0,0,7.617648601531982,0,0,8.9900484085083,0,6.336235523223877,0,0,4.388031959533691,0,0,0,5.56797456741333,4.512845993041992,4.180292129516602,3.5831644535064697,5.356136322021484
holding,0,0,0,7.546704292297363,0,0,7.0960187911987305,0,7.272250175476074,0,0,0,0,0,0,4.9480180740356445,0,0,0,0
white,0,0,0,0,6.88516902923584,8.125997543334961,0,6.4836344718933105,0,0,0,0,0,5.4674224853515625,6.259535312652588,0,0,0,0,0
green,0,0,0,0,6.876580715179443,7.871901035308838,0,5.334115505218506,0,0,0,0,0,5.321896553039551,5.352550983428955,0,0,0,0,0
black,0,0,0,0,6.699991703033447,7.189944267272949,0,5.358754634857178,0,0,0,0,0,0,0,0,0,0,0,0
suit,0,0,0,0,0,8.384843826293945,0,5.244533061981201,0,0,0,0,0,0,0,0,0,0,0,0
red,0,0,0,0,6.05930233001709,7.730982303619385,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yellow,0,0,0,0,6.055139064788818,7.479475975036621,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stands,0,0,0,0,0,0,7.331996917724609,0,6.863131523132324,0,0,0,0,0,0,0,0,0,0,0
tie,0,0,0,0,0,0,0,8.738758087158203,0,0,0,0,0,0,0,0,0,0,0,0
hat,0,0,0,0,0,7.386681079864502,0,6.482126712799072,0,0,0,0,0,0,0,0,0,0,0,0
sunglasses,0,0,0,0,0,0,0,5.97693395614624,0,0,0,0,0,0,0,0,0,0,0,0
with,0,0,0,7.386843204498291,0,0,6.688640117645264,0,7.292966842651367,8.053372383117676,0,5.54878044128418,0,0,0,8.506086349487305,4.960397243499756,4.286741733551025,0,0
sitting,0,0,0,7.312173366546631,0,0,5.9517130851745605,0,7.058499336242676,0,0,0,0,0,0,0,0,0,0,0
next,0,0,0,0,0,0,0,0,0,10.187453269958496,0,0,0,0,0,0,0,0,0,0
by,0,0,0,0,0,0,0,0,0,9.40376091003418,0,0,0,0,0,0,0,4.039676189422607,0,0
on,0,0,0,0,0,0,0,0,7.043004512786865,8.913226127624512,0,0,0,0,0,5.551425933837891,4.987171649932861,3.7318925857543945,0,4.430075168609619
near,0,0,0,0,0,0,0,0,0,8.616252899169922,0,0,0,0,0,0,0,0,0,0
front,0,0,0,0,0,0,0,0,0,0,10.814682960510254,0,0,0,0,0,0,0,0,0
grass,0,0,0,0,0,0,0,0,0,0,6.320217609405518,0,0,0,0,0,0,0,0,0
of,0,0,0,0,0,0,0,0,0,0,0,14.138259887695312,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0,0,0,0,5.778879642486572,0,0,0,10.125008583068848,6.513829708099365,7.50830078125,5.438910961151123,3.9594671726226807
view,0,0,0,0,0,0,0,0,0,0,0,5.272134304046631,0,0,0,0,0,0,0,0
some,0,5.693900108337402,0,0,0,0,0,0,0,0,4.796266555786133,0,6.144766807556152,0,0,0,0,0,0,0
large,0,0,6.442253589630127,0,0,0,0,0,0,0,0,0,0,6.596549987792969,0,0,0,0,0,0
building,0,0,0,0,0,0,0,0,0,0,0,0,0,6.226687908172607,6.6786603927612305,0,0,0,0,0
mirror,0,0,0,0,0,0,0,0,0,0,0,4.376781463623047,0,6.0809407234191895,5.709173202514648,0,0,0,0,0
crowd,0,0,0,0,0,0,0,0,0,0,0,0,0,5.607316970825195,6.322257041931152,0,0,0,0,0
store,0,0,0,0,0,0,0,0,0,0,0,0,0,5.519252777099609,0,0,0,0,0,0
clock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.997957229614258,0,0,0,0,0
stone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.831935882568359,0,0,0,0,0
<end>,0,0,0,0,0,0,0,0,0,0,0,4.853424072265625,0,0,0,8.32502269744873,15.55665397644043,7.694422245025635,5.311214447021484,13.602204322814941
filled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7509541511535645,0,0,0,0
from,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.70924711227417,0,0
plants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.401332378387451,0
flowers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.704132556915283,0
buildings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6098475456237793,0
'',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.292117595672607
