,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
<start>,21.722318649291992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog,3.720386505126953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
in,3.2086410522460938,0,0,7.7582106590271,0,0,0,7.237695217132568,10.61552619934082,0,4.583066940307617,0,0,6.138472080230713,5.055413246154785,7.0803070068359375,5.349292755126953,6.672769546508789,5.422459602355957,6.793362140655518
man,3.1464061737060547,0,6.490725994110107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on,3.067686080932617,0,0,0,6.690104007720947,0,0,5.3357672691345215,9.58135986328125,0,3.933992385864258,0,0,5.599634647369385,4.944416046142578,6.762674808502197,4.7531633377075195,6.300423622131348,0,5.006202220916748
a,0,9.233623504638672,0,0,0,9.700016021728516,0,0,0,9.042265892028809,6.033290386199951,10.707755088806152,0,0,0,0,0,0,0,0
the,0,6.594979763031006,0,0,0,5.374144554138184,0,0,0,8.033340454101562,0,8.401362419128418,0,0,5.831415176391602,0,5.723086833953857,6.199404716491699,6.871410846710205,4.76292085647583
two,0,6.430303573608398,0,0,0,6.047793865203857,0,0,0,0,0,0,0,0,0,0,0,0,0,0
an,0,6.279082775115967,0,0,0,7.291027069091797,0,0,0,0,0,5.940722942352295,0,0,0,0,0,0,0,0
there,0,5.821713447570801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plate,0,0,5.879065990447998,0,0,0,6.881360054016113,0,0,0,0,0,0,0,0,0,0,0,0,0
group,0,0,5.634243965148926,0,0,0,0,0,0,0,0,0,5.586779594421387,0,0,0,0,0,0,0
woman,0,0,5.537238121032715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
couple,0,0,5.517190933227539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
is,0,0,0,8.356722831726074,0,0,0,0,0,0,0,0,0,4.53090238571167,0,5.324351787567139,0,0,0,4.772435188293457
and,0,0,0,7.690550804138184,0,0,0,6.796172618865967,8.520458221435547,0,0,0,0,4.903973579406738,4.637983322143555,6.464046478271484,0,4.781754493713379,5.331621170043945,5.181258678436279
with,0,0,0,7.503249645233154,0,0,0,5.4305315017700195,8.020964622497559,0,0,0,0,0,0,5.211020469665527,0,0,0,0
sitting,0,0,0,7.3898186683654785,8.232409477233887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
holding,0,0,0,7.321402549743652,8.246889114379883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cutting,0,0,0,0,8.19638729095459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
standing,0,0,0,7.03605318069458,7.796938419342041,0,0,0,7.687158584594727,0,0,0,0,0,0,0,0,0,0,0
riding,0,0,0,6.749871253967285,7.383573055267334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up,0,0,0,0,0,7.864302158355713,0,5.223451137542725,0,0,0,0,0,0,0,0,0,0,0,0
his,0,0,0,0,0,7.441070556640625,0,0,0,9.021129608154297,0,8.122842788696289,0,0,0,0,4.446811676025391,0,0,0
baseball,0,0,0,0,0,0,7.456317901611328,0,0,0,0,0,6.330791473388672,0,0,0,0,0,0,0
large,0,0,5.4713006019592285,0,0,0,6.3747429847717285,0,0,0,0,0,0,0,0,0,0,0,0,0
hot,0,0,0,0,0,0,6.314697265625,0,0,0,0,0,0,0,0,0,0,0,0,0
tennis,0,0,0,0,0,0,6.093000888824463,0,0,0,0,0,0,0,0,0,0,0,0,0
bat,0,0,0,0,0,0,5.881430149078369,10.888537406921387,0,0,0,0,0,0,0,0,0,0,0,0
glove,0,0,0,0,0,0,0,8.875436782836914,0,0,0,0,0,0,0,0,0,0,0,0
mitt,0,0,0,0,0,0,0,6.830201625823975,0,0,0,0,0,0,0,0,0,0,0,0
at,2.5063529014587402,0,0,0,0,0,0,0,9.595856666564941,0,4.295821189880371,0,0,6.57780122756958,4.3793158531188965,0,0,0,0,0
during,0,0,0,0,0,0,0,0,9.400556564331055,0,0,0,0,0,0,0,0,0,0,0
while,0,0,0,0,0,0,0,5.51444673538208,8.78293228149414,0,0,0,0,0,0,0,0,0,0,0
front,0,0,0,0,0,0,0,0,0,9.313459396362305,0,0,0,0,0,0,0,0,0,0
one,0,0,0,0,0,0,0,0,0,7.3991923332214355,0,0,0,0,0,0,0,0,5.077085971832275,0
