,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
<start>,29.011960983276367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thatch,8.90429401397705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
emirates,8.713465690612793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
savory,8.224855422973633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
practical,7.593090057373047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,0,10.218706130981445,0,0,11.862865447998047,0,0,12.860280990600586,0,0,9.313512802124023,0,0,6.825390815734863,6.429526329040527,6.153655529022217,0,0,0,0
two,0,7.654106140136719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the,0,7.207416534423828,0,0,8.535355567932129,0,0,11.321925163269043,0,0,12.17245864868164,0,0,5.927463531494141,0,6.114271640777588,0,0,0,0
there,0,7.011068820953369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
an,0,6.707066059112549,0,0,0,0,0,8.708325386047363,0,0,0,0,0,0,0,0,0,0,0,0
man,0,0,8.76961612701416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
person,0,0,8.711804389953613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surfer,0,0,8.589639663696289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boat,0,0,8.201826095581055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
couple,0,0,7.413073539733887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
riding,0,0,0,9.14057445526123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
is,0,0,0,8.912074089050293,0,0,0,0,0,0,0,0,0,0,0,6.679760932922363,5.680896282196045,5.313153266906738,6.1510009765625,5.1895294189453125
surfing,0,0,0,8.265409469604492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on,0,0,0,8.133861541748047,9.930254936218262,0,11.599552154541016,0,0,7.602475166320801,0,0,0,0,0,0,5.656712532043457,0,0,5.010539531707764
in,0,0,0,8.131914138793945,0,0,10.180082321166992,0,0,10.411188125610352,0,0,0,6.111847877502441,5.0516438484191895,0,5.694577693939209,5.480290412902832,5.815437316894531,5.356895446777344
skis,0,0,0,0,8.510252952575684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
his,0,0,0,0,7.990155220031738,0,0,8.031757354736328,0,0,0,0,0,0,0,0,0,0,0,0
surfboard,0,0,0,0,0,12.06213092803955,0,0,9.613914489746094,0,0,0,0,0,0,0,0,0,0,0
wave,0,0,0,0,0,11.224075317382812,0,0,13.348938941955566,0,0,0,0,0,0,0,0,0,0,0
surf,0,0,0,0,0,10.13199234008789,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paddle,0,0,0,0,0,9.208273887634277,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,0,0,0,0,0,8.778876304626465,0,0,0,0,0,0,0,0,0,0,0,0,0,0
while,0,0,0,0,0,0,9.308958053588867,0,0,0,0,0,0,0,0,0,0,0,0,0
with,0,0,0,0,0,0,8.42278003692627,0,0,0,0,0,6.945521354675293,0,0,0,0,0,0,0
next,0,0,0,0,0,0,8.347193717956543,0,0,0,0,0,0,0,0,0,0,0,0,0
top,0,0,0,0,0,0,0,12.49354362487793,0,0,0,0,0,0,0,0,0,0,0,0
body,0,0,0,0,0,0,0,0,9.19639778137207,0,0,0,0,0,0,0,0,0,0,0
small,0,0,0,0,0,0,0,0,9.040375709533691,0,0,0,0,0,0,0,0,0,0,0
white,0,0,0,0,0,0,0,0,8.806648254394531,0,0,0,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0,0,9.317073822021484,0,0,12.357621192932129,8.646775245666504,8.728489875793457,7.753645420074463,8.53905963897705,7.345677852630615,7.575953483581543,7.911531925201416
<end>,0,0,0,0,0,0,0,0,0,7.77731466293335,0,0,10.562320709228516,17.407907485961914,8.368292808532715,16.989356994628906,8.66390609741211,6.71574592590332,15.402392387390137,8.051472663879395
near,0,0,0,0,0,0,0,0,0,7.428417682647705,0,0,0,0,0,0,0,0,0,0
front,0,0,0,0,0,0,0,0,0,0,9.042855262756348,0,0,0,0,0,0,0,0,0
ocean,0,0,0,0,0,0,0,0,0,0,8.134184837341309,15.341230392456055,0,0,0,0,0,0,0,0
rough,0,0,0,0,0,0,0,0,0,0,7.590601921081543,0,0,0,0,0,0,0,0,0
water,0,0,0,0,0,0,0,0,0,0,0,11.988740921020508,0,0,0,0,0,0,0,0
middle,0,0,0,0,0,0,0,0,0,0,0,10.47056770324707,0,0,0,0,0,0,0,0
distance,0,0,0,0,0,0,0,0,0,0,0,9.479179382324219,0,0,0,0,0,0,0,0
waves,0,0,0,0,0,0,0,0,0,0,0,9.29817008972168,7.524367332458496,0,6.888702869415283,0,0,0,0,0
waters,0,0,0,0,0,0,0,0,0,0,0,0,6.972412586212158,0,0,0,0,0,0,0
off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.769392490386963,0,0
'',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.988174915313721,0
