,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
<start>,21.63263511657715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
is,3.703831434249878,0,0,8.725276947021484,0,0,0,0,0,0,0,0,6.066952228546143,0,0,0,5.137285232543945,0,0,0
's,3.6108381748199463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bear,3.309231758117676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
are,3.274031162261963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,0,9.42864990234375,0,0,0,11.032437324523926,0,0,9.859163284301758,0,0,0,0,0,0,0,0,0,0,0
two,0,7.5111918449401855,0,0,0,0,0,0,6.135343551635742,0,0,0,0,0,0,0,0,0,0,0
an,0,6.4818034172058105,0,0,0,8.602168083190918,0,0,6.491435527801514,0,0,0,0,0,0,0,0,0,0,0
the,0,6.464518070220947,0,0,0,10.25829792022705,0,0,7.151955604553223,0,0,5.3507561683654785,0,5.360190391540527,5.467140197753906,6.536532878875732,0,5.474450588226318,5.83646821975708,6.202012062072754
three,0,6.1393513679504395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
giraffe,0,0,7.105245590209961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
man,0,0,6.819653511047363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group,3.1863937377929688,0,6.511484146118164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zebra,0,0,6.3491435050964355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
couple,0,0,6.282406330108643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
standing,0,0,0,8.826241493225098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
in,0,0,0,8.185532569885254,11.406293869018555,0,0,8.042547225952148,0,0,7.172465801239014,5.7156877517700195,7.167359828948975,5.969322681427002,7.498802661895752,6.69393253326416,7.488776683807373,6.068922996520996,7.268752574920654,6.115370750427246
walking,0,0,0,7.756734848022461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
and,0,0,0,7.566888809204102,0,0,0,7.353060245513916,0,0,7.63453483581543,6.034604549407959,6.778072357177734,4.396318435668945,5.253174304962158,6.534611701965332,6.137298583984375,4.390834808349609,5.080739974975586,5.967667579650879
next,0,0,0,0,10.804288864135742,0,0,9.001864433288574,0,0,0,5.60280179977417,0,0,0,0,0,0,0,0
on,0,0,0,0,9.90898323059082,0,0,0,0,0,5.475180149078369,5.27315092086792,5.715345859527588,0,5.620904445648193,0,4.962036609649658,0,5.390035152435303,0
by,0,0,0,0,8.961060523986816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alone,0,0,0,0,8.543877601623535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
front,0,0,0,0,0,9.768424034118652,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tall,0,0,0,0,0,7.98611307144165,0,0,6.956096649169922,0,0,0,0,0,0,0,0,0,0,0
field,0,0,0,0,0,0,10.838936805725098,0,0,6.659715175628662,0,0,0,0,0,0,0,0,0,0
grassy,0,0,0,0,0,5.913041114807129,9.683446884155273,0,0,6.530640602111816,0,0,0,0,0,0,0,0,0,0
lush,0,0,0,0,0,0,8.770870208740234,0,0,0,0,0,0,0,0,0,0,0,0,0
green,0,0,0,0,0,0,8.611818313598633,0,0,0,0,0,0,0,0,0,0,0,0,0
grass,0,0,0,0,0,7.548762321472168,8.145200729370117,0,0,0,0,0,0,0,0,0,0,0,0,0
near,0,0,0,0,8.31915283203125,0,0,9.396002769470215,0,0,0,0,4.897686004638672,0,0,0,0,0,0,0
with,0,0,0,6.373379707336426,0,0,0,9.166080474853516,0,0,6.812999248504639,5.419155120849609,6.451255798339844,0,0,0,5.524983882904053,0,0,0
of,0,0,0,0,0,0,0,8.71866512298584,0,0,0,0,0,0,0,0,0,0,0,0
trees,0,0,0,0,0,0,0,0,8.108932495117188,0,0,0,0,0,0,0,0,0,0,0
some,0,5.217029094696045,0,0,0,6.930840015411377,0,0,7.827868938446045,0,0,0,0,0,0,0,0,0,0,0
many,0,0,0,0,0,0,0,0,7.165616512298584,0,0,0,0,0,0,0,0,0,0,0
tree,0,0,0,0,0,0,0,0,0,9.695158004760742,0,0,0,0,0,0,0,0,0,0
fence,0,0,0,0,0,0,0,0,0,8.219818115234375,0,0,0,0,0,0,0,0,0,0
forest,0,0,0,0,0,0,7.854238986968994,0,0,7.357943058013916,0,0,0,0,0,0,0,0,0,0
lake,0,0,0,0,0,0,0,0,0,6.8697028160095215,0,0,0,0,0,0,0,0,0,0
large,0,0,0,0,0,0,7.620749473571777,0,0,6.68679666519165,0,0,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0,0,0,11.227066993713379,8.874734878540039,9.418289184570312,7.591030597686768,9.169098854064941,8.564068794250488,9.248703002929688,7.701294422149658,8.825654029846191,7.696111679077148
<end>,0,0,0,0,0,0,0,0,0,0,9.94028091430664,17.784561157226562,10.497231483459473,8.354784965515137,9.10830020904541,17.355815887451172,10.134312629699707,8.35043716430664,8.769063949584961,16.317676544189453
it,0,0,0,0,0,0,0,0,0,0,0,5.654420375823975,4.444194793701172,5.684823989868164,0,5.806870937347412,0,4.87207555770874,4.8411173820495605,5.586324214935303
its,0,0,0,0,0,6.6210832595825195,0,0,0,0,0,0,0,5.772801399230957,4.918587684631348,5.944670677185059,0,4.056877613067627,0,5.260910987854004
from,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8220086097717285,5.688973426818848,0,0,4.151334285736084,0,0
behind,0,0,0,0,8.28027057647705,0,0,7.4031805992126465,0,0,0,0,0,4.080089569091797,5.264954566955566,5.248383045196533,5.530951499938965,5.225985050201416,5.904902935028076,0
