,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
<start>,23.032678604125977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
there,2.9514734745025635,5.571807384490967,0,0,0,0,0,0,0,0,0,0,0,5.356350421905518,0,0,0,5.051535606384277,0,0
dog,2.666201591491699,0,5.361639976501465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat,2.5963759422302246,0,6.234081745147705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actor,2.5852410793304443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,0,9.402368545532227,0,0,0,0,10.343780517578125,0,0,10.215205192565918,0,0,0,5.325369358062744,0,3.6394920349121094,0,0,0,0
two,2.481144428253174,6.760301113128662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the,2.1789658069610596,6.450316905975342,0,0,0,0,9.025296211242676,0,0,10.147050857543945,0,0,0,5.057663917541504,0,4.677199363708496,5.352782726287842,6.391674518585205,0,5.251870155334473
an,0,5.992581367492676,0,0,0,0,6.051019191741943,0,0,7.397168159484863,0,0,0,0,0,0,0,0,0,0
man,0,4.950756549835205,7.805135250091553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
woman,0,0,6.551313877105713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
young,0,0,6.134206771850586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
person,0,0,6.062180995941162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
is,2.2698264122009277,0,0,8.418915748596191,0,0,0,0,0,0,0,0,0,0,5.536064624786377,0,0,0,4.99951171875,0
in,0,0,0,7.92225980758667,0,9.672780990600586,0,0,8.687992095947266,0,0,0,5.272331237792969,4.986006736755371,6.109042644500732,4.995750904083252,6.577298164367676,5.719266414642334,7.138143539428711,5.805389881134033
with,0,0,0,7.784420967102051,0,8.786539077758789,0,0,7.596480369567871,0,0,0,5.947959899902344,4.839730739593506,4.433468341827393,0,0,0,4.598172187805176,0
and,0,0,0,7.621674060821533,0,7.295438289642334,0,0,7.068771839141846,0,0,0,0,4.872297763824463,4.967785835266113,0,4.742902755737305,5.552042007446289,5.696579456329346,4.367928981781006
standing,0,0,0,7.211093425750732,8.120307922363281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sitting,0,0,0,7.083031177520752,8.015430450439453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
holding,0,0,0,7.089487075805664,8.014642715454102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
riding,0,0,0,7.064360618591309,7.712225437164307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doing,0,0,0,0,7.708982944488525,0,0,0,7.521019458770752,0,0,0,6.282782077789307,5.204767227172852,4.4676408767700195,0,0,0,0,0
on,0,0,0,6.9117350578308105,7.091143608093262,9.754826545715332,0,0,8.335022926330566,0,0,0,5.290531635284424,0,4.650207996368408,3.616745948791504,5.403446197509766,0,5.278505325317383,4.399638652801514
next,0,0,0,0,0,8.982452392578125,0,0,5.957259178161621,0,0,0,4.813827037811279,0,0,0,0,0,0,0
by,0,0,0,0,0,8.267191886901855,0,0,0,0,0,0,0,0,0,0,0,0,0,0
his,0,0,0,0,0,0,8.056979179382324,0,0,6.272648811340332,0,0,0,0,0,4.154881477355957,0,0,0,0
top,0,0,0,0,0,0,7.654751777648926,0,0,0,0,0,0,0,0,0,0,0,0,0
skis,0,0,0,0,0,0,6.068685531616211,0,0,0,0,0,0,0,0,0,0,0,0,0
skateboard,0,0,0,0,0,0,0,8.917908668518066,0,0,5.866013526916504,0,0,0,0,0,0,0,0,0
tennis,0,0,0,0,0,0,0,8.653850555419922,0,0,0,0,0,0,0,0,0,0,0,0
court,0,0,0,0,0,0,0,6.79226541519165,0,0,0,0,0,0,0,0,0,0,0,0
beach,0,0,0,0,0,0,0,6.769594669342041,0,0,0,0,0,0,0,0,0,0,0,0
skate,0,0,0,0,0,0,0,5.9954752922058105,0,0,8.608445167541504,0,0,0,0,0,0,0,0,0
at,0,0,0,0,0,7.5413336753845215,0,0,7.430155277252197,0,0,0,0,0,0,0,0,0,0,0
front,0,0,0,0,0,0,0,0,0,8.216975212097168,0,0,0,0,0,0,0,0,0,0
park,0,0,0,0,0,0,0,0,0,0,8.453776359558105,15.594243049621582,4.882952690124512,0,0,0,0,0,0,0
parking,0,0,0,0,0,0,0,0,0,0,8.247414588928223,0,0,0,0,0,0,0,0,0
field,0,0,0,0,0,0,0,5.235682487487793,0,0,7.573151588439941,0,0,0,0,0,0,0,0,0
street,0,0,0,0,0,0,0,0,0,0,7.075832366943359,0,0,0,0,0,0,0,0,0
ramp,0,0,0,0,0,0,0,0,0,0,0,9.470735549926758,0,0,0,0,0,0,0,0
boarding,0,0,0,0,0,0,0,0,0,0,0,8.451468467712402,0,0,0,0,0,0,0,0
playground,0,0,0,0,0,0,0,0,0,0,0,8.122589111328125,0,0,0,0,0,0,0,0
plaza,0,0,0,0,0,0,0,0,0,0,6.753023624420166,7.918262481689453,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0,0,0,0,0,11.33765983581543,8.379618644714355,7.545777320861816,6.478495121002197,8.031280517578125,7.1195244789123535,8.608121871948242,7.999159336090088
<end>,0,0,0,0,0,0,0,0,0,0,0,0,9.538399696350098,17.11648178100586,8.71397876739502,7.034069061279297,7.422488689422607,16.312091827392578,9.690016746520996,8.76426887512207
area,0,0,0,0,0,0,0,0,0,0,0,0,6.099943161010742,0,0,0,0,0,0,0
him,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.282646656036377,4.432217597961426,0,4.943024158477783,5.789545059204102
