,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
<start>,21.68410873413086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ripen,7.441290855407715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
question,6.877901077270508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pounce,6.479966640472412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grasp,6.421358585357666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,0,10.956962585449219,0,0,0,12.454437255859375,0,0,11.164953231811523,0,0,5.589725494384766,0,4.832702159881592,4.869317054748535,0,4.588261604309082,4.675716876983643,0,4.462727069854736
two,0,8.565349578857422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the,0,7.862386226654053,0,0,0,7.2795090675354,0,0,9.46467399597168,0,0,4.261626243591309,0,3.4117941856384277,5.360478401184082,0,4.154661178588867,5.618863105773926,0,4.483815670013428
young,0,7.407805442810059,10.49609088897705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
man,0,7.25145149230957,10.421279907226562,11.35339641571045,0,0,0,0,0,0,0,0,0,0,4.297665119171143,0,0,0,0,0
boy,0,7.186672687530518,9.824503898620605,11.808856964111328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
person,0,0,9.382681846618652,9.288068771362305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
woman,0,0,8.576628684997559,8.989195823669434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
girl,0,0,0,9.244058609008789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
riding,0,0,0,0,9.478474617004395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skateboarding,0,0,0,0,9.411479949951172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
is,0,0,0,0,8.648906707763672,0,0,0,0,0,0,0,5.749166011810303,0,0,6.061078071594238,0,0,5.7963151931762695,0
on,0,0,0,0,8.033760070800781,10.228723526000977,0,10.291617393493652,0,0,6.2809858322143555,0,4.897936820983887,3.712700605392456,0,4.870323181152344,4.194338321685791,0,4.8727264404296875,4.330723285675049
in,0,0,0,0,7.451567649841309,7.532330513000488,0,9.116950035095215,0,0,7.635029315948486,4.678966045379639,4.752083778381348,3.661019802093506,4.242130279541016,5.132370948791504,4.457510948181152,0,5.004329204559326,4.746541500091553
his,0,0,0,0,0,9.672431945800781,0,0,6.497146129608154,0,0,0,0,3.337040662765503,0,0,0,0,0,0
an,0,6.664750099182129,0,0,0,7.996206760406494,0,0,6.331246852874756,0,0,0,0,0,0,0,0,0,0,0
skateboard,0,0,0,0,0,7.232890605926514,12.717889785766602,0,0,7.664285659790039,0,0,0,0,0,0,0,0,0,0
skate,0,0,0,0,0,7.120177745819092,11.905329704284668,0,0,7.663240909576416,0,0,0,0,0,0,0,0,0,0
scooter,0,0,0,0,0,0,6.953797817230225,0,0,0,0,0,0,0,0,0,0,0,0,0
snowboard,0,0,0,0,0,0,6.8990349769592285,0,0,0,0,0,0,0,0,0,0,0,0,0
bike,0,0,0,0,0,0,6.631076812744141,0,0,0,0,0,0,0,0,0,0,0,0,0
down,0,0,0,0,0,7.307947635650635,0,9.965381622314453,0,0,0,0,0,0,0,0,0,0,0,0
across,0,0,0,0,0,0,0,8.703093528747559,0,0,0,0,0,0,0,0,0,0,0,0
up,0,0,0,0,0,0,0,8.583701133728027,0,0,0,0,0,0,0,0,0,0,0,0
top,0,0,0,0,0,0,0,0,9.507796287536621,0,0,0,0,0,0,0,0,0,0,0
cement,0,0,0,0,0,0,0,0,7.464221477508545,8.948016166687012,0,0,0,0,0,0,0,0,0,0
some,0,0,0,0,0,0,0,0,6.765304088592529,0,0,4.888350486755371,0,0,0,0,0,0,0,0
sidewalk,0,0,0,0,0,0,0,0,0,9.50098991394043,0,0,0,0,0,0,0,0,0,0
street,0,0,0,0,0,0,0,0,6.194235324859619,9.101016998291016,0,0,0,0,0,0,0,0,0,0
ramp,0,0,0,0,0,0,0,0,0,8.814979553222656,0,0,0,0,0,0,0,0,0,0
road,0,0,0,0,0,0,0,0,0,8.085246086120605,0,0,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0,0,0,12.080680847167969,7.5897626876831055,7.375657081604004,6.627325534820557,6.846419334411621,7.673508167266846,7.156233787536621,6.826519012451172,7.8058342933654785,7.259255409240723
<end>,0,0,0,0,0,0,0,0,0,0,10.105294227600098,16.68639373779297,7.757069110870361,6.367748737335205,15.335840225219727,8.268149375915527,6.783369541168213,14.826536178588867,7.924079418182373,6.7187981605529785
near,0,0,0,0,0,0,0,0,0,0,7.467767238616943,0,0,0,0,0,0,0,0,0
next,0,0,0,0,0,0,0,0,0,0,7.45918083190918,0,0,0,0,0,0,0,0,0
and,0,0,0,0,0,0,0,0,0,0,0,5.386671543121338,5.166576385498047,3.575852394104004,0,4.983430862426758,4.2048115730285645,0,4.8146162033081055,4.1801981925964355
one,0,0,0,0,0,0,0,0,0,0,0,4.928130626678467,0,0,5.220829963684082,0,0,5.037372589111328,0,0
<unk>,0,0,0,0,0,0,0,0,0,0,0,4.265552997589111,0,4.069457054138184,5.808840751647949,4.357304573059082,5.089690208435059,5.751694679260254,4.514564514160156,5.376217365264893
",",0,0,0,0,0,0,0,0,0,0,0,0,4.043789863586426,0,0,4.773055076599121,3.975632667541504,0,4.894681453704834,4.42959451675415
