,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
<start>,28.237695693969727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
knife,5.699193954467773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flush,5.645534038543701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cranberries,4.74080228805542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bodysuit,4.677706718444824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,0,10.960922241210938,0,0,0,0,11.106917381286621,7.386788845062256,12.552543640136719,0,0,0,0,0,5.254458427429199,0,5.681196689605713,0,0,0
the,0,8.212878227233887,0,0,0,0,9.509639739990234,0,7.898217678070068,0,0,0,0,0,0,6.409097671508789,0,0,0,6.475066184997559
two,0,7.3699541091918945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
an,0,6.940021514892578,0,0,0,0,7.6379804611206055,0,9.195291519165039,0,0,0,0,0,0,0,0,0,0,0
there,0,6.313499450683594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
white,0,0,8.429784774780273,0,0,0,0,0,0,8.240325927734375,0,0,0,0,0,0,0,0,0,0
bird,0,0,8.39483642578125,9.484552383422852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
small,0,0,8.042577743530273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
close,0,0,7.445962905883789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
black,0,0,7.33118200302124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
and,0,0,0,9.11966323852539,0,0,0,0,0,0,0,0,0,0,0,0,0,5.566272258758545,6.3585100173950195,6.42660665512085
owl,0,0,0,7.267453193664551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plate,0,0,0,7.2298173904418945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bowl,0,0,0,6.921015739440918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sitting,0,0,0,0,9.503120422363281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
is,0,0,0,0,8.942763328552246,0,0,0,0,0,0,0,4.7147321701049805,0,5.009471416473389,6.966815948486328,5.195039749145508,5.771780967712402,5.355382919311523,6.119047164916992
with,0,0,0,0,8.779052734375,0,0,6.21163272857666,0,0,7.709938049316406,0,0,5.819219589233398,0,5.94141960144043,0,0,0,0
perched,0,0,0,0,8.258102416992188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
standing,0,0,0,0,7.619029521942139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on,0,0,0,0,0,13.541629791259766,0,6.122534275054932,0,0,7.7636189460754395,6.181741714477539,4.856063365936279,5.7026238441467285,0,0,0,0,0,0
in,0,0,0,0,0,11.603900909423828,0,6.8892292976379395,0,0,8.91955852508545,0,5.118834018707275,5.941921234130859,0,0,0,4.865543842315674,5.337222576141357,0
next,0,0,0,0,0,9.201828002929688,0,0,0,0,0,0,0,0,0,0,0,0,0,0
at,0,0,0,0,0,9.154264450073242,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inside,0,0,0,0,0,8.967475891113281,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top,0,0,0,0,0,0,11.276659965515137,0,0,0,0,5.805299758911133,0,0,0,0,0,0,0,0
some,0,0,0,0,0,0,6.7693305015563965,0,7.756601333618164,0,0,0,0,0,0,0,0,0,0,0
of,0,0,0,0,0,0,0,14.113362312316895,0,0,0,0,0,0,0,0,0,0,0,0
rocks,0,0,0,0,0,0,0,0,6.374702453613281,0,0,0,0,0,0,0,0,0,0,0
branch,0,0,0,0,0,0,0,0,0,8.418286323547363,0,0,0,0,0,0,0,0,0,0
piece,0,0,0,0,0,0,0,0,0,8.368427276611328,0,0,0,0,0,0,0,0,0,0
tree,0,0,0,0,0,0,0,0,0,8.255707740783691,0,0,0,0,0,0,0,0,0,0
wooden,0,0,0,0,0,0,0,0,0,8.193588256835938,0,0,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0,0,0,10.7977294921875,8.02941608428955,8.862282752990723,7.694974899291992,8.066139221191406,5.988856315612793,6.302356243133545,6.020781993865967,7.607784271240234,6.214188575744629
<end>,0,0,0,0,0,0,0,0,0,0,8.925822257995605,16.246776580810547,8.217753410339355,17.246505737304688,8.010964393615723,16.01029396057129,6.9162163734436035,6.038532257080078,6.957632064819336,14.811585426330566
over,0,0,0,0,0,0,0,0,0,0,0,6.162652969360352,0,0,0,0,0,0,0,0
someone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.21371603012085,0,4.901742458343506,0,0,0
