,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
<start>,22.378793716430664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
homey,3.2824997901916504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
closeup,3.282465696334839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cut,3.2644460201263428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naan,3.2638027667999268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,0,8.965265274047852,0,0,0,7.8300251960754395,0,11.323230743408203,0,0,0,6.8361101150512695,0,4.153594970703125,0,0,0,0,0,0
the,0,6.323471546173096,0,0,0,6.279539108276367,0,9.713162422180176,0,0,0,4.8764119148254395,0,5.442498207092285,5.941995620727539,6.249302387237549,6.350813865661621,6.611922264099121,4.467467308044434,4.728395462036133
an,0,6.055078506469727,0,0,0,0,0,7.8210649490356445,0,0,0,0,0,0,0,0,0,0,0,0
two,0,5.983292102813721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
there,0,5.649670600891113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
man,0,0,6.610408306121826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
baseball,0,0,5.62986946105957,0,0,7.558599472045898,0,0,6.959982872009277,0,0,0,0,0,0,0,0,0,0,0
yellow,0,0,5.299239158630371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
person,0,0,5.2473673820495605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
small,0,0,5.222506046295166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
is,0,0,0,8.394970893859863,0,0,0,0,0,0,0,0,5.1178154945373535,0,0,0,0,0,0,0
holding,0,0,0,7.409275531768799,7.751058101654053,0,0,0,0,0,7.393836975097656,0,0,0,0,0,0,0,0,0
in,0,0,0,7.323604583740234,0,6.550732612609863,9.52548885345459,0,0,0,8.701530456542969,6.256835460662842,6.875162601470947,5.041510581970215,6.492680072784424,6.456012725830078,6.296320915222168,5.4192423820495605,6.351781845092773,4.850907802581787
standing,0,0,0,7.245444297790527,7.698852062225342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
swinging,0,0,0,7.1702680587768555,8.112970352172852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
playing,0,0,0,6.7552032470703125,8.442909240722656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sitting,0,0,0,6.824928283691406,7.422729969024658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tennis,0,0,5.177547454833984,0,0,10.231541633605957,0,6.0870208740234375,11.386772155761719,0,0,0,0,0,0,0,0,0,0,0
frisbee,0,0,0,0,0,8.352643013000488,0,0,0,0,0,0,0,0,0,0,0,0,0,0
with,0,0,0,7.086665630340576,0,8.264664649963379,9.37484073638916,0,0,0,10.266789436340332,6.022199630737305,5.807675838470459,0,0,0,4.371082305908203,0,4.821004867553711,0
on,0,0,0,0,7.064463138580322,7.062539100646973,11.56971549987793,0,0,0,7.161928653717041,5.493470668792725,6.351881980895996,4.598178863525391,6.178125858306885,6.195761203765869,6.079031944274902,4.403940677642822,5.001428604125977,3.768190383911133
at,0,0,0,0,0,0,8.578240394592285,0,0,0,7.299529552459717,5.37388277053833,5.4967427253723145,0,0,0,0,0,0,0
while,0,0,0,0,0,0,8.500860214233398,0,0,0,7.661896705627441,0,0,0,0,0,0,0,0,0
his,0,0,0,0,0,0,0,6.947988510131836,0,0,0,0,0,3.8123366832733154,0,0,0,0,0,0
court,0,0,0,0,0,0,0,5.291112899780273,9.904481887817383,15.334259033203125,0,0,0,0,0,0,0,0,0,0
green,0,0,0,0,0,0,0,4.903649806976318,8.523416519165039,0,0,0,0,0,0,0,0,0,0,0
blue,0,0,0,0,0,0,0,0,8.480117797851562,0,0,0,0,0,0,0,0,0,0,0
clay,0,0,0,0,0,0,0,0,7.860625267028809,0,0,0,0,0,0,0,0,0,0,0
